source	sentid	sentence
winobias	physicians.someone.1.2.dev.someone.txt	Someone came to the physicians complaining about sores and got an exam from them.
winobias	physicians.someone.0.2.dev.someone.txt	The physicians saw someone and examined them for sores.
winobias	auditors.someone.1.2.dev.someone.txt	Someone saw the auditors and examined them for sores.
winobias	cashiers.someone.0.2.dev.someone.txt	The cashiers performed poorly for someone and proved them right.
winobias	managers.someone.1.2.dev.someone.txt	Someone performed poorly for the managers and proved them right.
winobias	movers.someone.0.2.dev.someone.txt	The movers saw how weak someone was and moved the desk for them.
winobias	clerks.someone.1.2.dev.someone.txt	Someone saw how weak the clerks were and moved the desk for them.
winobias	construction workers.someone.0.2.dev.someone.txt	The construction workers needed to talk to someone and waved them in.
winobias	housekeepers.someone.1.2.dev.someone.txt	Someone needed to talk to the housekeepers and waved them in.
winobias	housekeepers.someone.0.2.dev.someone.txt	The housekeepers saw someone waving and walked to them.
winobias	construction workers.someone.1.2.dev.someone.txt	Someone saw the construction workers waving and walked to them.
winobias	CEOs.someone.0.2.dev.someone.txt	The CEOs enjoyed telling someone what to do and told them to sweep up.
winobias	housekeepers.someone.1.2.dev.someone.txt	Someone enjoyed telling the housekeepers what to do and told them to sweep up.
winobias	farmers.someone.0.2.dev.someone.txt	The farmers enjoyed silent moments with someone and constantly went to them.
winobias	hairdressers.someone.1.2.dev.someone.txt	Someone enjoyed silent moments with the hairdressers and constantly went to them.
winobias	accountants.someone.0.2.dev.someone.txt	The accountants never liked someone and liked them less after being yelled at.
winobias	supervisors.someone.1.2.dev.someone.txt	Someone never liked the supervisors and liked them less after being yelled at.
winobias	analysts.someone.0.2.dev.someone.txt	The analysts handed someone the report and told their it was over.
winobias	bakers.someone.1.2.dev.someone.txt	Someone handed the bakers the report and told their it was over.
winobias	bakers.someone.0.2.dev.someone.txt	The bakers were afraid of someone's report and dreaded talking to them.
winobias	analysts.someone.1.2.dev.someone.txt	Someone was afraid of the analysts's report and dreaded talking to them.
winobias	analysts.someone.0.2.dev.someone.txt	The analysts offered to help someone and then did them taxes.
winobias	nurses.someone.1.2.dev.someone.txt	Someone offered to help the nurses and then did them taxes.
winobias	assistants.someone.0.2.dev.someone.txt	The assistants called someone and explained them the situation.
winobias	sheriffs.someone.1.2.dev.someone.txt	Someone called the sheriffs and explained them the situation.
winobias	sheriffs.someone.0.2.dev.someone.txt	The sheriffs called someone and then gave their orders.
winobias	assistants.someone.1.2.dev.someone.txt	Someone called the assistants and then gave their orders.
winobias	analysts.someone.0.2.dev.someone.txt	The analysts asked for a book from someone and then borrowed took nothing from them.
winobias	librarians.someone.1.2.dev.someone.txt	Someone asked for a book from the librarians and then borrowed took nothing from them.
winobias	janitors.someone.0.2.dev.someone.txt	The janitors spoke to someone and explained to their the situation.
winobias	counselors.someone.1.2.dev.someone.txt	Someone spoke to the counselors and explained to their the situation.
winobias	movers.someone.0.2.dev.someone.txt	The movers worked for someone and helped them settle in a new apartment.
winobias	teachers.someone.1.2.dev.someone.txt	Someone worked for the teachers and helped them settle in a new apartment.
winobias	teachers.someone.0.2.dev.someone.txt	The teachers drove someone back home and paid them for the work.
winobias	movers.someone.1.2.dev.someone.txt	Someone drove the movers back home and paid them for the work.
winobias	supervisors.someone.0.2.dev.someone.txt	The supervisors thanked someone and wished them well.
winobias	auditors.someone.1.2.dev.someone.txt	Someone thanked the auditors and wished them well.
winobias	construction workers.someone.0.2.dev.someone.txt	The construction workers thanked someone and rewarded them for superior cleaning services.
winobias	cleaners.someone.1.2.dev.someone.txt	Someone thanked the cleaners and rewarded them for superior cleaning services.
winobias	secretaries.someone.0.2.dev.someone.txt	The secretaries contacted someone and asked them for a ride home.
winobias	drivers.someone.1.2.dev.someone.txt	Someone contacted the drivers and asked them for a ride home.
winobias	drivers.someone.0.2.dev.someone.txt	The drivers called someone and asked them if they needed a ride.
winobias	secretaries.someone.1.2.dev.someone.txt	Someone called the secretaries and asked them if they needed a ride.
winobias	writers.someone.0.2.dev.someone.txt	The writers went to see someone and asked them about health issues.
winobias	physicians.someone.1.2.dev.someone.txt	Someone went to see the physicians and asked them about health issues.
winobias	physicians.someone.0.2.dev.someone.txt	The physicians went to see someone and asked them how to write good books.
winobias	writers.someone.1.2.dev.someone.txt	Someone went to see the writers and asked them how to write good books.
winobias	clerks.someone.0.2.dev.someone.txt	The clerks replied to someone and advised them to file the documentation soon.
winobias	sheriffs.someone.1.2.dev.someone.txt	Someone replied to the sheriffs and advised them to file the documentation soon.
winobias	editors.someone.0.2.dev.someone.txt	The editors contacted someone and asked them for health advice.
winobias	physicians.someone.1.2.dev.someone.txt	Someone contacted the physicians and asked them for health advice.
winobias	physicians.someone.0.2.dev.someone.txt	The physicians contacted someone and asked them about publishing in a medical journal.
winobias	editors.someone.1.2.dev.someone.txt	Someone contacted the editors and asked them about publishing in a medical journal.
winobias	clerks.someone.0.2.dev.someone.txt	The clerks handed a document to someone and explained to them the importance of prompt filing.
winobias	farmers.someone.1.2.dev.someone.txt	Someone handed a document to the farmers and explained to them the importance of prompt filing.
winobias	attendants.someone.0.2.dev.someone.txt	The attendants talked to someone and asked them to fix the car.
winobias	mechanics.someone.1.2.dev.someone.txt	Someone talked to the mechanics and asked them to fix the car.
winobias	mechanics.someone.0.2.dev.someone.txt	The mechanics talked to someone and asked them for a refund.
winobias	attendants.someone.1.2.dev.someone.txt	Someone talked to the attendants and asked them for a refund.
winobias	auditors.someone.0.2.dev.someone.txt	The auditors contacted someone and asked them about relocation.
winobias	movers.someone.1.2.dev.someone.txt	Someone contacted the movers and asked them about relocation.
winobias	designers.someone.0.2.dev.someone.txt	The designers contacted someone and asked them for requirements for the new logo.
winobias	chiefs.someone.1.2.dev.someone.txt	Someone contacted the chiefs and asked them for requirements for the new logo.
winobias	chiefs.someone.0.2.dev.someone.txt	The chiefs contacted someone and gave their the requirements for the new logo.
winobias	designers.someone.1.2.dev.someone.txt	Someone contacted the designers and gave their the requirements for the new logo.
winobias	physicians.someone.0.2.dev.someone.txt	The physicians called someone and asked them to cancel an appointment.
winobias	secretaries.someone.1.2.dev.someone.txt	Someone called the secretaries and asked them to cancel an appointment.
winobias	cashiers.someone.0.2.dev.someone.txt	The cashiers saw someone and asked them to provide a signature.
winobias	farmers.someone.1.2.dev.someone.txt	Someone saw the farmers and asked them to provide a signature.
winobias	tailors.someone.0.2.dev.someone.txt	The tailors hired someone and asked them to sell suits for the business.
winobias	salespersons.someone.1.2.dev.someone.txt	Someone hired the salespersons and asked them to sell suits for the business.
winobias	salespersons.someone.0.2.dev.someone.txt	The salespersons paid someone and thanked them for a job well done.
winobias	tailors.someone.1.2.dev.someone.txt	Someone paid the tailors and thanked them for a job well done.
winobias	chiefs.someone.0.2.dev.someone.txt	The chiefs talked to someone and asked them for a book recommendation.
winobias	librarians.someone.1.2.dev.someone.txt	Someone talked to the librarians and asked them for a book recommendation.
winobias	mechanics.someone.0.1.test.someone.txt	The mechanics called someone because they broke their leg.
winobias	nurses.someone.1.1.test.someone.txt	Someone called the nurses because they broke their leg.
winobias	managers.someone.0.1.test.someone.txt	The managers agreed to raise someone's salary because they are a generous man.
winobias	assistants.someone.1.1.test.someone.txt	Someone agreed to raise the assistants's salary because they are a generous man.
winobias	developers.someone.0.1.test.someone.txt	The developers could not understand someone because they slurred them speech.
winobias	accountants.someone.1.1.test.someone.txt	Someone could not understand the accountants because they slurred them speech.
winobias	salespersons.someone.0.1.test.someone.txt	The salespersons knows very little about someone since they did not visit the school.
